2026-08-07 14:19:36,000,200,0.875934,0.098483,0.057684,0.032806,0.023634,90000000,162.159.140.220
2026-08-07 14:21:36,000,200,0.431947,0.076923,0.044545,0.014477,0.005429,90000000,172.66.0.218
2026-08-07 14:23:37,000,200,0.430985,0.076163,0.046536,0.023312,0.014527,90000000,162.159.140.220
2026-08-07 14:25:37,000,200,0.432075,0.098522,0.054799,0.031560,0.022889,90000000,172.66.0.218
2026-08-07 14:27:38,000,200,0.447026,0.096145,0.058591,0.025245,0.016230,90000000,162.159.140.220
2026-08-07 14:29:38,000,200,0.447710,0.083133,0.046746,0.015686,0.006283,90000000,172.66.0.218
2026-08-07 14:31:39,000,200,0.455481,0.087163,0.055189,0.030017,0.021093,90000000,162.159.140.220
2026-08-07 14:33:39,000,200,1.050926,0.099474,0.048605,0.025162,0.016029,90000000,172.66.0.218
2026-08-07 14:35:40,000,200,0.568323,0.083089,0.051111,0.027222,0.018059,90000000,162.159.140.220
2026-08-07 14:37:41,000,200,0.343557,0.088158,0.051036,0.028888,0.020558,90000000,172.66.0.218
2026-08-07 14:39:41,000,200,0.643914,0.079002,0.036538,0.012388,0.003106,90000000,162.159.140.220
2026-08-07 14:41:42,000,200,0.471668,0.090706,0.050804,0.025374,0.016264,90000000,172.66.0.218
2026-08-07 14:43:42,000,200,0.959162,0.116146,0.062289,0.033512,0.024437,90000000,162.159.140.220
2026-08-07 14:45:43,000,200,0.443004,0.085972,0.044684,0.015071,0.006588,90000000,172.66.0.218
2026-08-07 14:47:44,000,200,0.443878,0.078039,0.048907,0.025322,0.015984,90000000,172.66.0.218
2026-08-07 14:49:44,000,200,0.423540,0.078524,0.051141,0.025691,0.017364,90000000,162.159.140.220
2026-08-07 14:51:45,000,200,0.430186,0.090784,0.058795,0.026137,0.017087,90000000,162.159.140.220
2026-08-07 14:53:45,000,200,0.431347,0.072863,0.038602,0.015818,0.006468,90000000,172.66.0.218
2026-08-07 14:55:46,000,200,0.448350,0.103712,0.056571,0.024984,0.016199,90000000,172.66.0.218
2026-08-07 14:57:46,000,200,0.472703,0.074350,0.041187,0.017283,0.007872,90000000,162.159.140.220
2026-08-07 14:59:46,000,200,0.428429,0.093008,0.062683,0.030049,0.020961,90000000,162.159.140.220
2026-08-07 15:01:47,000,200,0.458958,0.116537,0.051817,0.029044,0.020349,90000000,172.66.0.218
2026-08-07 15:03:47,000,200,0.446955,0.072071,0.044054,0.014593,0.005326,90000000,162.159.140.220
2026-08-07 15:05:48,000,200,0.433557,0.102171,0.053295,0.030304,0.021468,90000000,162.159.140.220
2026-08-07 15:07:48,000,200,0.360987,0.095784,0.054464,0.032262,0.023402,90000000,172.66.0.218
2026-08-07 15:09:49,000,200,0.455568,0.102983,0.054381,0.027778,0.018695,90000000,162.159.140.220
2026-08-07 15:11:49,000,200,0.435221,0.095814,0.048972,0.018465,0.009542,90000000,172.66.0.218
2026-08-07 15:13:50,000,200,0.685912,0.116982,0.058673,0.026016,0.017051,90000000,162.159.140.220
2026-08-07 15:15:50,000,200,0.450844,0.081149,0.046017,0.015133,0.006059,90000000,172.66.0.218
2026-08-07 15:17:51,000,200,0.436367,0.090360,0.054943,0.027419,0.018216,90000000,172.66.0.218
2026-08-07 15:19:51,000,200,0.452462,0.099917,0.054318,0.025701,0.016686,90000000,162.159.140.220
2026-08-07 15:21:52,000,200,0.425436,0.079510,0.045493,0.014842,0.005781,90000000,172.66.0.218
2026-08-07 15:23:52,000,200,0.446062,0.101593,0.055785,0.032429,0.023576,90000000,162.159.140.220
2026-08-07 15:25:53,000,200,0.442028,0.107481,0.066640,0.035703,0.026835,90000000,172.66.0.218
2026-08-07 15:27:53,000,200,0.410452,0.071104,0.039188,0.015777,0.006798,90000000,162.159.140.220
2026-08-07 15:29:53,000,200,2.098174,0.113499,0.057222,0.025574,0.016789,90000000,172.66.0.218
2026-08-07 15:31:56,000,200,0.436154,0.086501,0.054776,0.024497,0.015766,90000000,162.159.140.220
2026-08-07 15:33:56,000,200,0.521200,0.084439,0.042088,0.017044,0.007627,90000000,172.66.0.218
2026-08-07 15:35:57,000,200,0.449144,0.086123,0.054333,0.030636,0.021942,90000000,162.159.140.220
2026-08-07 15:37:57,000,200,0.456359,0.090143,0.050252,0.027001,0.017975,90000000,172.66.0.218
2026-08-07 15:39:58,000,200,0.442571,0.092628,0.057980,0.025709,0.016726,90000000,162.159.140.220
2026-08-07 15:41:58,000,200,0.417309,0.079932,0.043344,0.020940,0.011983,90000000,172.66.0.218
2026-08-07 15:43:58,000,200,0.485193,0.086084,0.051517,0.027402,0.018418,90000000,162.159.140.220
2026-08-07 15:45:59,000,200,0.425032,0.090373,0.057284,0.027964,0.019609,90000000,162.159.140.220
2026-08-07 15:47:59,000,200,0.503194,0.098729,0.047275,0.017533,0.008731,90000000,172.66.0.218
2026-08-07 15:50:00,000,200,0.465515,0.122234,0.064679,0.031283,0.019137,90000000,172.66.0.218
2026-08-07 15:52:00,000,200,0.435915,0.094431,0.052858,0.020706,0.011404,90000000,162.159.140.220
2026-08-07 15:54:01,000,200,0.447282,0.085898,0.050898,0.027559,0.017970,90000000,162.159.140.220
2026-08-07 15:56:01,000,200,0.448859,0.101442,0.058214,0.026759,0.017706,90000000,172.66.0.218
2026-08-07 15:58:02,000,200,0.434970,0.094503,0.057951,0.027196,0.018597,90000000,172.66.0.218
